Link,Title,Location,Condition,Summary
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46306740,백엔드 개발자(주니어),서울강남구,신입·경력초대졸↑정규직·인턴직,APIDBMSJavascriptNode.js
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46312969,[주4.5일근무] 인공지능연구소 딥러닝 연구개발자 채용,서울구로구,경력무관학력무관정규직,백엔드/서버개발웹개발데이터마이닝데이터시각화
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46258626,마케팅 데이터 분석가 채용,서울강남구,경력대졸↑정규직,데이터분석가데이터시각화딥러닝머신러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46318711,(주)모멘티 에이전시 백엔드 개발자 추가 채용 [강남구],서울강남구,신입·경력초대졸↑정규직·계약직,백엔드/서버개발웹개발AjaxDjango
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46279408,데이터 사이언티스트 (에너지 IT),서울서초구,신입·경력대졸↑정규직,백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43226714,K8S Product Support Engineer,서울전체,신입·경력대졸↑정규직,웹개발프론트엔드SE(시스템엔지니어)인프라
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46270734,[외국계제조업] MES/생산관리시스템,충북음성군,"경력 1~10년대졸↑정규직9,000 만원",기술지원백엔드/서버개발앱개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46262888,백엔드 개발자 채용,서울서초구,신입·경력대졸↑정규직,백엔드/서버개발웹개발프론트엔드DBA
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46087169,(주4일 스타트업) 회로설계 및 펌웨어 개발,서울마포구,경력 3~15년학력무관정규직,임베디드펌웨어H/WIoT
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46232069,국립암센터 인공지능 데이터셋 구축 과제연구원 채용,경기고양시 일산동구,경력무관초대졸↑계약직,데이터라벨링딥러닝머신러닝빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46249726,웹개발 정규직 채용(신입/경력),서울금천구,"경력무관대졸↑정규직3,200 만원",백엔드/서버개발웹개발프론트엔드Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46283713,머신러닝 엔지니어 채용,서울서대문구,신입·경력석사↑정규직,기술지원데이터분석가데이터엔지니어백엔드/서버개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46243862,"경영지원 대규모 채용 (HR, Finance, Legal, CES, CLS 등)",서울송파구,경력대졸↑정규직·계약직,데이터분석가데이터엔지니어데이터라벨링데이터마이닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46316039,(주)비즈데이터 개발 직군(Python 개발) 경력자 채용,서울서초구,경력 5~10년학력무관정규직,AI(인공지능)C++DockerLinux
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46257275,REACT · PHP · PYTHON 개발자 채용,서울영등포구,경력3년↑초대졸↑정규직,백엔드/서버개발앱개발웹개발퍼블리셔
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46334523,빅데이터/DataAnalysis/Python/JAVA/SAS 인재 채용,서울강남구,신입·경력대졸↑정규직,데이터분석가빅데이터클라우드Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46212553,어플 앱개발자(아이폰/안드로이드) / 웹개발자(PHP/Python) 채용,서울구로구,경력 1~20년학력무관정규직·계약직,게임개발백엔드/서버개발앱개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45971432,2023년 상반기 딥러닝/머신러닝/연구원/Python外 모집 공고,서울영등포구,경력무관대졸↑기간제·계약직,딥러닝머신러닝빅데이터AI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45565606,백엔드 엔지니어 (Python),서울마포구,신입·경력대졸↑정규직,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46331770,(주)데이터엔지니어스랩 인재채용 - Python 데이터분석,서울서초구,경력무관학력무관정규직,데이터분석가웹개발머신러닝NLP(자연어처리)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45963028,"웹프로그래머(JAVA/Spring, Vue, Angular, php, python)등",서울강서구,신입·경력학력무관정규직·계약직,웹개발JavaJavascriptjQuery
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45899602,"Python&딥러닝&머신러닝 외 정규직 채용합니다(신입, 경력)",경기안양시 동안구,경력무관학력무관정규직,딥러닝머신러닝빅데이터AI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46235548,[토스] Python Developer Assistant,서울강남구,경력무관학력무관계약직330 만원,웹개발DjangoAPI인터넷금융
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46091640,특허/상표 데이터 등 분석(Python) 및 사업 기획 모집,서울강남구,신입·경력대졸↑정규직,데이터분석가머신러닝빅데이터크롤링
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46301521,ORACLE/PYTHON/JAVA/SQL 개발자 모집,서울금천구,경력무관초대졸↑정규직,웹개발데이터시각화솔루션Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46312101,웹/앱 백엔드개발자(python)채용,인천부평구,경력무관학력무관정규직,백엔드/서버개발앱개발웹개발크롤링
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46300221,[강서구/연6500만] 백엔드 개발자 (PHP/Python),서울강서구,"경력5년↑학력무관정규직6,500 만원",백엔드/서버개발앱개발웹개발유지보수
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46124906,"Python/Django 개발자, 디자이너, 퍼블리셔, 기획자 신입/경력",서울강남구,경력무관학력무관정규직·계약직,백엔드/서버개발앱개발웹개발퍼블리셔
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46323254,C# / Python / JAVA 소프트웨어 개발자 채용 (신입/경력),경기용인시 기흥구,경력무관초대졸↑정규직,RDBMSASP.NETC#CentOS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46214500,"프로그램 개발자 모집 ( C/C++, java, python, Linux shell)",경기성남시 분당구,경력무관초대졸↑정규직·계약직,백엔드/서버개발프론트엔드네트워크데이터마이닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46225746,Python 개발자(3년이상) 모집,서울마포구,경력3년↑학력무관정규직,백엔드/서버개발유지보수SE(시스템엔지니어)API
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41068534,"[패스오더] 백엔드 개발자(Spring, Python, MSA)",서울강남구,경력 3~10년학력무관정규직,백엔드/서버개발웹개발SE(시스템엔지니어)인프라
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46218793,[인텔리전스랩스] 글로벌 빌링 서비스 백엔드 개발자(Go/Python),경기성남시 분당구,경력3년↑학력무관정규직,API.NETAWSNode.js
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46007552,"[채용] C# S/W 개발자, Python 응용 S/W 및 AI 로봇 개발",서울금천구,경력무관초대졸↑정규직,AI(인공지능)C#JavaSQL
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46245045,"[에이블맥스(주)] ICT기술팀 연구개발자(Python, C++ 등) 채용",서울강남구,경력6년↑대졸↑정규직,기술지원데이터분석가데이터엔지니어SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46080939,[전략개발팀] Python(파이썬) 개발자,서울강남구,신입·경력학력무관정규직,백엔드/서버개발웹개발퍼블리셔프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46286917,[안진회계법인] 공공기관 스크래핑 담당자 (Java/Python),서울영등포구,경력 2~4년고졸↑정규직,백엔드/서버개발웹개발Java회계법인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45981773,이커머스 솔루션 Python Backend 개발자,서울강남구,경력 3~7년학력무관정규직,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46254060,Admin 개발 (Web/Python/Django),서울마포구,경력 3~10년학력무관정규직,백엔드/서버개발웹개발퍼블리셔프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46313855,SW 엔지니어 채용(Python 개발자/대전 근무),대전유성구,경력무관학력무관정규직,데이터분석가데이터엔지니어백엔드/서버개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46223881,"[신입/경력] 온라인 광고 플랫폼 개발 (Python, Django)",서울중구,"신입·경력초대졸↑정규직3,200 만원",백엔드/서버개발웹개발S/WDjango
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46007294,차량용 Software Test 자동화 개발(Python) 및 검증,인천서구,신입·경력초대졸↑정규직,솔루션S/W솔루션업체소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43750042,"(주)바이오커넥트 - [신입 및 경력] 영상처리 알고리즘 개발(Python,딥러닝)",서울전체,신입·경력대졸↑정규직,데이터분석가딥러닝머신러닝블록체인
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42358916,"[패스오더] 백엔드 개발자 (Spring, Python, MSA) (병역특례/산업기능요원/보충역/전직)",서울강남구,신입·경력학력무관정규직,백엔드/서버개발웹개발DBASE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46040484,"Back-end Engineer(AWS, Python, API) 경력 채용",서울금천구,경력7년↑대졸↑정규직,백엔드/서버개발미들웨어클라우드API
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46023118,Python Backend 개발자 채용,경기성남시 수정구,신입·경력학력무관정규직,솔루션DjangoLinux솔루션업체
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46281522,글로벌 SNS 서비스의 주역이 되실 백엔드(Python) 개발자 채용,서울동대문구,경력3년↑학력무관정규직,데이터분석가데이터엔지니어백엔드/서버개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45865684,[운영개선팀] Python(파이썬) 개발자,서울강남구,경력 5~10년학력무관정규직,백엔드/서버개발웹개발퍼블리셔프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46325296,백엔드/서버개발/Python/웹마스터 개발자 모집,부산해운대구,경력3년↑대졸↑계약직,백엔드/서버개발웹마스터프론트엔드전자상거래
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46283625,Python / 백엔드 개발자 경력 채용,서울마포구,경력 2~8년대졸↑정규직,백엔드/서버개발앱개발웹개발S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46222631,"백엔드 엔지니어 (Python, Django)",서울중구,경력1년↑고졸↑정규직,백엔드/서버개발RDBMSAWSAzure
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46266875,"[원격/상주] 부동산 프로젝트 데이터분석가 - Python, SQL",서울전체,경력 1~3년학력무관정규직,백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46225757,[주4.5일] Python 개발직무 경력 채용,서울구로구,경력학력무관정규직,백엔드/서버개발데이터마이닝딥러닝머신러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46167833,[핀테크/python] 백엔드 엔지니어 (6년 이상),서울중구,신입·경력학력무관정규직,백엔드/서버개발앱개발웹개발솔루션
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45973833,헬리오센(주) Python 응용S/W 개발자 경력 채용,경기성남시 분당구,경력2년↑초대졸↑정규직,백엔드/서버개발프론트엔드C#C++
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46141986,Python 경력 채용,서울광진구,경력1년↑대졸↑정규직,백엔드/서버개발웹개발솔루션알고리즘
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46066151,IT개발·데이터(Python/Linux) 채용,서울영등포구,신입·경력초대졸↑정규직,Linux소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46206329,[STO 투자 플랫폼] 백엔드 python 개발자 채용,서울구로구,경력3년↑대졸↑정규직,백엔드/서버개발앱개발웹개발웹표준·웹접근성
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45822957,Python(파이썬) Backend(3년 이상),서울서초구,경력 3~12년학력무관정규직,백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46212786,응용 소프트웨어 개발자(PYTHON) 경력직 채용,경기하남시,"경력 2~3년대졸↑정규직4,500 만원",웹개발파워빌더C++C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46215804,[(주)ATG 백엔드 개발자(JAVA / Python 가능자) 경력 채용],경기성남시 분당구,"경력4년↑대졸↑정규직5,000 만원",백엔드/서버개발SE(시스템엔지니어)정보통신RDBMS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45150066,Python 개발자 채용,경기전체,신입·경력고졸↑정규직,SE(시스템엔지니어)인프라DevOpsLinux
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46221437,[경력] Solution/SW개발자 채용 - JAVA/Spring/Python,서울강남구,경력학력무관정규직,웹개발S/W솔루션Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46318730,"보안 솔루션 개발/Go, Python",서울구로구,경력 3~10년초대졸↑정규직,RDBMSGoLangPytorch빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46267505,"[어터] 백엔드 개발자(Python, Django) 채용",경기성남시 분당구,경력3년↑학력무관정규직,백엔드/서버개발APIAWSCSS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46207283,"[경력무관] 소프트웨어 개발자(C/C++, Python) 모집",대전유성구,경력무관초대졸↑정규직,백엔드/서버개발프론트엔드데이터시각화머신러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46241947,[Python] 백엔드 개발자(3년 이상),서울서초구,경력3년↑대졸↑정규직,데이터분석가백엔드/서버개발앱개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45950020,"머신비전 개발자 , C/C++/C#, OpenCV, MIL, PYTHON",경기용인시 기흥구,경력무관초대졸↑정규직·계약직,머신러닝빅데이터S/WAI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46266536,"백엔드 개발자(Python, Django)",경기전체,경력 1~7년대졸↑정규직,백엔드/서버개발웹개발퍼블리셔프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46025032,Python 백엔드 개발자,서울마포구,경력 3~7년학력무관정규직,백엔드/서버개발웹개발프론트엔드DBA
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41414828,백엔드 엔지니어 (Python),서울서초구,경력 5~10년초대졸↑정규직,백엔드/서버개발웹개발DBADjango
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46266794,"PL - MySQL, PostgreSQL, Python",서울전체,경력 3~5년학력무관정규직,백엔드/서버개발웹개발프론트엔드DBA
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46283103,"Sr. Back-end Engineer (백엔드 개발자, Python) - 글로벌 IT",서울강남구,경력5년↑대졸↑정규직,백엔드/서버개발웹개발모델링클라우드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46005338,[파이썬/Python 경력] 머니쿤 체험단 서비스 개발자 채용,서울동대문구,경력5년↑학력무관정규직,데이터분석가데이터엔지니어백엔드/서버개발웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46142180,"RPA, Python, Javascript 외 정규직 모집 공고(신입)",경기성남시 중원구,신입고졸↑정규직,RPAJavascriptJSP소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45208631,[에이젠글로벌] Python Backend Engineer,서울전체,경력 3~5년대졸↑정규직,백엔드/서버개발웹개발프론트엔드DBA
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46338032,"플랫폼개발(Python, Java) 경력직(3년이상) 채용",서울강남구,경력3년↑대졸↑정규직,백엔드/서버개발웹개발RDBMSAWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46290004,"Backend Engineer (Django, Python)",서울중구,경력5년↑대졸↑정규직,백엔드/서버개발APIRDBMSAWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46311607,[AI번역 서비스] 백엔드 개발자-Python,서울서초구,경력2년↑학력무관정규직,백엔드/서버개발DockerKubernetes클라우드
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46134281,[경력/신입] 개발실 소프트웨어 개발자 모집(python 개발자 우대,경기구리시,경력무관대졸↑정규직,백엔드/서버개발프론트엔드Tensorflow솔루션업체
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44846739,"해석엔진개발 (C++, Python, MATLAB, CUDA)",서울전체,경력 3~10년대졸↑정규직,S/WC++C언어Matlab
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46031768,Python 개발자 채용,경기용인시 기흥구,경력무관대졸↑정규직,DevOps네트워크MLOps소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46106890,크립토택스팀과 함께할 Python 개발자를 찾고 있어요,서울강남구,경력 3~6년학력무관정규직,블록체인알고리즘APIAWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46217583,ROS2/Vision/MFC/C# Python Tensorflow CUDA yolo v5 개발직,충남천안시 동남구,"경력무관초대졸↑정규직3,100 만원",S/WC#VisualC·C++C++
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46276347,"데이터분석/Python, R, Tableau 활용 능력/세계적인 게임사/판교",경기성남시 분당구,경력3년↑대졸↑정규직,게임개발데이터시각화머신러닝빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46003696,Mind AI - Python Backend Engineer,서울중구,"경력4년↑대졸↑정규직5,000 만원",백엔드/서버개발AI(인공지능)AWSDjango
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45226757,Python Backend Developer (Middle),서울강남구,경력 3~8년학력무관정규직,백엔드/서버개발웹개발DBA인프라
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46268614,[Python] 플랫폼 리드 개발자(Back/Front) 모집 (3년차 이상),서울서초구,경력3년↑학력무관정규직,RDBMSAjaxGitjQuery
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46243431,Python 개발자 모집,서울영등포구,경력2년↑초대졸↑정규직·계약직,웹개발솔루션ERPCRM
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44768051,[경력] 서버 엔지니어 (Python),서울강남구,경력 3~15년학력무관정규직,백엔드/서버개발웹개발프론트엔드Django
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45425126,Python Backend Developer (Senior),서울강남구,경력 7~15년학력무관정규직,백엔드/서버개발웹개발DBA인프라
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46269147,"데이터분석/SQL, Python /세계적인 게임사/판교",경기성남시 분당구,경력5년↑대졸↑정규직,게임개발데이터시각화머신러닝빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45931103,"웹개발자(Python, DJango)",서울성동구,경력 3~5년학력무관정규직,백엔드/서버개발웹개발블록체인Django
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46309639,[신입/경력] ML Researcher(이상상황감지),경기전체,신입·경력석사↑정규직,데이터분석가백엔드/서버개발웹개발SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46294740,웹 프로그래밍 개발 - 신입/경력 - 세일링스톤,서울강서구,"경력무관초대졸↑정규직3,500 만원",데이터분석가빅데이터JavaJavascript
